code,name,type
I02.953,"WFIKKN peptidase inhibitor inhibitor unit 2",real
I02.954,"WFIKKNRP putative peptidase inhibitor unit 2",real
I02.955,"WFIKKNRP putative peptidase inhibitor unit 3",real
I02.956,"eppin inhibitor unit 2",real
I02.957,"Ac-KPI-1 I ({Ancylostoma caninum}) inhibitor unit 1",real
I02.958,"Ac-KPI-1 I ({Ancylostoma caninum}) inhibitor unit 2",real
I02.959,"Ac-KPI-1 I ({Ancylostoma caninum}) inhibitor unit 3",real
I02.960,"Ac-KPI-1 I ({Ancylostoma caninum}) inhibitor unit 4",real
I02.961,"Ac-KPI-1 I ({Ancylostoma caninum}) inhibitor unit 7",real
I02.962,"Ac-KPI-1 I ({Ancylostoma caninum}) inhibitor unit 9",real
I02.963,"Ac-KPI-1 I ({Ancylostoma caninum}) inhibitor unit 10",real
I02.964,"Ac-KPI-1 I ({Ancylostoma caninum}) inhibitor unit 11",real
I02.965,"Ac-KPI-1 I ({Ancylostoma caninum}) inhibitor unit 12",real
I02.967,"collagen alpha 1(VII) chain",real
I02.968,"collagen alpha 3(VI) chain",real
I02.969,HKIB9,real
I02.971,"WFDC8 protein ({Homo sapiens})",real
I02.972,papilin,real
I02.972,"MGC50452 protein ({Homo sapiens})",alternative
I02.973,"LOC131875 protein ({Homo sapiens}) and similar",real
I02.974,"LOC222978 protein ({Homo sapiens}) and similar",real
I02.975,"9230105I15Rik protein ({Mus musculus}) and similar",real
I02.976,"LOC209351 protein unit 2 ({Mus musculus}) and similar",real
I02.976,TEST,alternative
I02.977,"LOC228863 protein ({Mus musculus}) and similar",real
I02.978,"LOC277343 protein ({Mus musculus}) and similar",real
I02.UNW,"family I2 unassigned peptidase inhibitor homologues",real
I02.UNW,alpha-dendrotoxin,alternative
I02.UNW,"amyloid precursor-like protein 1",alternative
I02.UNW,"dendrotoxin E",alternative
I02.UNW,"dendrotoxin I",alternative
I02.UNW,"dendrotoxin K",alternative
I02.UNW,"Kil-1 protein ({Drosophila virilis})",alternative
I02.UNW,"Kil-2 protein ({Drosophila virilis})",alternative
I02.UNW,"lacunin ({Manduca sexta})",alternative
I02.UNW,"luxuriosin ({Acalolepta luxuriosa})",alternative
I02.UPW,"family I2 unassigned peptidase inhibitors",real
I02.UPW,"AceKI-1 ({Ancylostoma ceylanicum})",alternative
I02.UPW,amblyomin-X,alternative
I02.UPW,"APEKTx1 trypsin inhibitor ({Anthopleura elegantissima})",alternative
I02.UPW,"AvCI ({Araneus ventricosus})",alternative
I02.UPW,"AvKTI ({Araneus ventricosus})",alternative
I02.UPW,"bicolin ({Vespa bicolor})",alternative
I02.UPW,"blackelin ({Pseudechis porphyriacus})",alternative
I02.UPW,"BmTI-B ({Boophilus microplus})",alternative
I02.UPW,"Bt-KTI ({Bombus terrestris})",alternative
I02.UPW,"bungaruskunin 1 ({Bungarus fasciatus})",alternative
I02.UPW,"chymotrypsin inhibitor CI-9 ({Bombyx mori})",alternative
I02.UPW,"DrKIn-I ({Daboia russellii})",alternative
I02.UPW,"DrKIn-II ({Daboia russellii}) (S01.233 inhibitor)",alternative
I02.UPW,"EgKI-1 ({Echinococcus granulosus})",alternative
I02.UPW,"EnKT1 ({Eudiplozoon nipponicum})",alternative
I02.UPW,"fasxiator ({Bungarus fasciatus})",alternative
I02.UPW,"FcKuSPI ({Fenneropenaeus chinensis})",alternative
I02.UPW,"flavikunin ({Bungarus flaviceps})",alternative
I02.UPW,"four-domain Kunitz inhibitor SgKunitz ({Solen grandis})",alternative
I02.UPW,GmSPI2,alternative
I02.UPW,"haemangin ({Haemaphysalis longicornis})",alternative
I02.UPW,"HlChI chymotrypsin inhibitor ({Haemaphysalis longicornis})",alternative
I02.UPW,"isoinhibitor K ({Helix pomatia})",alternative
I02.UPW,"ixophilin ({Ixodes scapularis})",alternative
I02.UPW,"joannsin ({Prospirobolus joannsi})",alternative
I02.UPW,"Lymnaea trypsin inhibitor",alternative
I02.UPW,"MeKTT-1 ({Mesobuthus eupeus})",alternative
I02.UPW,"ovorubin ({Pomacea canaliculata})",alternative
I02.UPW,"rhipilin-1 ({Rhipicephalus haemaphysaloides})",alternative
I02.UPW,"rhipilin-2 ({Rhipicephalus hemaphysaloides})",alternative
I02.UPW,"RmKK protein ({Rhipicephalus microplus})",alternative
I02.UPW,"rusvikunin ({Daboia russellii})",alternative
I02.UPW,"Sc-KU-4 ({Steinernema carpocapsae})",alternative
I02.UPW,"SHTX III ({Stichodactyla haddoni})",alternative
I02.UPW,"SPI 1 ({Galleria mellonella})",alternative
LI02.001,bikunin,real
LI02.001,"AMBP g.p. ({Homo sapiens})",alternative
LI02.001,EPI-hNE4,alternative
LI02.001,"inter-alpha-trypsin inhibitor",alternative
LI02.001,"alpha(1)-microglobulin/bikunin precursor",alternative
LI02.001,ITI,alternative
LI02.001,mingin,alternative
LI02.001,"pre-alpha-trypsin inhibitor",alternative
LI02.001,ulinastatin,alternative
LI02.001,"urinary trypsin inhibitor",alternative
LI02.001,urinastatin,alternative
LI02.001,UTI,alternative
LI02.002,"tissue factor pathway inhibitor-1",real
LI02.002,"lipoprotein-associated coagulation inhibitor",alternative
LI02.002,LACI,alternative
LI02.002,TFPI-1,alternative
LI02.002,"tissue factor pathway inhibitor alpha",alternative
LI02.003,"tissue factor pathway inhibitor-2",real
LI02.003,"placental protein 5",alternative
LI02.003,TFPI-2,alternative
LI02.004,"hepatocyte growth factor activator inhibitor type 1",real
LI02.004,HAI-1,alternative
LI02.004,"serine protease inhibitor, Kunitz type 1",alternative
LI02.004,SPINT1,alternative
LI02.005,"hepatocyte growth factor activator inhibitor type 2",real
LI02.005,HAI-2,alternative
LI02.005,"placental bikunin",alternative
LI02.005,"serine protease inhibitor, Kunitz type 2",alternative
LI02.005,SPINT2,alternative
LI02.005,"bikunin, placental",index
LI02.006,boophilin,real
LI02.006,"BmTI-A ({Boophilus microplus})",alternative
LI02.006,"boophilin, isoform G2 ({Boophilus microplus})",alternative
LI02.006,"boophilin, isoform H2 ({Boophilus microplus})",alternative
LI02.008,"Ac-KPI-1 I ({Ancylostoma caninum}) inhibitor",real
LI02.010,"amblin ({Amblyomma hebraeum})",real
LI02.011,ornithodorin,real
LI02.012,haemaphysalin,real
LI02.013,"SmCI metallocarboxypeptidase compound inhibitor",real
I03.001,"soybean Kunitz trypsin inhibitor",real
I03.001,SBTI,alternative
I03.001,"soybean trypsin inhibitor (SBTI)",alternative
I03.001,SKTI,alternative
I03.002,"cathepsin D inhibitor (Solanaceae)",real
I03.002,JCI21,alternative
I03.002,"potato cathepsin D inhibitor",alternative
I03.002,"potato Kunitz peptidase inhibitor-A",alternative
I03.002,PKPI-A,alternative
I03.002,SICDI,alternative
I03.002,TCI21,alternative
I03.002,"tomato cathepsin D inhibitor",alternative
I03.002,"tomato chymotrypsin inhibitor",alternative
I03.003,alocasin,real
I03.003,"trypsin/chymotrypsin inhibitor ({Alocasia} sp.)",alternative
I03.004,"alpha-amylase/subtilisin inhibitor ({Hordeum}-type)",real
I03.004,"barley subtilisin inhibitor",alternative
I03.005,"chymotrypsin inhibitor ECI ({Erythrina variegata})",real
I03.006,"proteinase inhibitor A ({Sagittaria sagittifolia})",real
I03.006,"arrowhead proteinase inhibitor A inhibitor unit",alternative
I03.007,"proteinase inhibitor B ({Sagittaria sagittifolia})",real
I03.007,"arrowhead proteinase inhibitor B inhibitor unit",alternative
I03.008,"trypsin inhibitor ({Enterolobium contortisiliquum})",real
I03.008,EcTI,alternative
I03.009,"winged-bean chymotrypsin inhibitor",real
I03.009,"chymotrypsin inhibitor WbCI ({Psophocarpus tetragonolobus})",alternative
I03.009,psophocarpin,alternative
I03.009,WCI-1,alternative
I03.009,WCI-2,alternative
I03.009,WCI-3,alternative
I03.009,WbCI,index
I03.010,"trypsin inhibitor ({Acacia confusa})",real
I03.010,"acacia trypsin inhibitor",alternative
I03.011,"{Erythrina}-type trypsin/tissue plasminogen activator inhibitor",real
I03.011,"trypsin inhibitor ({Erythrina} sp.)",alternative
I03.011,"trypsin inhibitor WbTI ({Psophocarpus tetragonolobus})",alternative
I03.011,"winged-bean trypsin inhibitor",alternative
I03.011,WBTI,alternative
I03.011,WTI,alternative
I03.011,"winged bean chymotrypsin/trypsin inhibitor",alternative
I03.011,WbCTI,alternative
I03.012,"cruzipain inhibitor ({Bauhinia bauhinioides})",real
I03.012,BbCI,alternative
I03.013,sporamin,real
I03.013,"sweet potato trypsin inhibitor",alternative
I03.015,"AtDr4 g.p. ({Arabidopsis thaliana})",real
I03.016,"Bauhinia trypsin/plasma kallikrein inhibitor",real
I03.016,BbKI,alternative
I03.016,"trypsin/plasma kallikrein inhibitor ({Bauhinia bauhinioides})",alternative
I03.017,"Kunitz cysteine peptidase inhibitor 1 (plant)",real
I03.017,PCPI,alternative
I03.017,"potato Kunitz peptidase inhibitor-C",alternative
I03.017,PKPI-C,alternative
I03.017,"PKPI-C1 ({Solanum tuberosum})",alternative
I03.017,"PKPI-C1 ({Solanum tuberosum})",alternative
I03.017,"PKPI-C2 ({Solanum tuberosum})",alternative
I03.017,"PKPI-C3 ({Solanum tuberosum})",alternative
I03.017,"PKPI-C4 ({Solanum tuberosum})",alternative
I03.017,"PKPI-C5 ({Solanum tuberosum})",alternative
I03.017,"PKPI-C6 ({Solanum tuberosum})",alternative
I03.017,"PKPI-C7 ({Solanum tuberosum})",alternative
I03.017,"PKPI-C8 ({Solanum tuberosum})",alternative
I03.017,STKTI,alternative
I03.018,"trypsin inhibitor PtTI ({Populus tremuloides} and similar)",real
I03.019,"papain/trypsin inhibitor ({Prosopis}-type)",real
I03.019,"ApTI ({Adenanthera pavonina})",alternative
I03.020,"potato Kunitz-type trypsin inhibitor",real
I03.020,"heterodimeric Kunitz inhibitor",alternative
I03.020,"potato Kunitz peptidase inhibitor-B",alternative
I03.020,"PSPI-21 ({Solanum tuberosum})",alternative
I03.020,PKPI-B10,alternative
I03.020,"PKPIJ-B chymotrypsin inhibitor ({Solanum tuberosum})",alternative
I03.020,"PKTI-22 protein",alternative
I03.020,"PKCI-23 protein ({Solanum tuberosum})",alternative
I03.021,"Kunitz serine peptidase inhibitor ({Delonix regia})",real
I03.022,"latex serine peptidase inhibitor ({Papaya carica})",real
I03.024,"{Leucaena}-type trypsin inhibitor (Fabaceae)",real
I03.024,LTI,alternative
I03.025,"Kunitz subtilisin inhibitor (Fabaceae-type)",real
I03.025,"{Canavalia lineata} subtilisin inhibitor",alternative
I03.025,"CLSI-II ({Canavalia lineata})",alternative
I03.025,"chickpea Kunitz-type trypsin inhibitor ({Cicer arietinum}) TPI-1",alternative
I03.026,"chymotrypsin inhibitor ({Schizolobium parahyba})",real
I03.026,SPCI,alternative
I03.027,"{Bauhinia}-type trypsin inhibitor",real
I03.027,BvcTI,alternative
I03.027,BvlTI,alternative
I03.027,BvTI,alternative
I03.027,"trypsin inhibitor ({Bauhinia variegata})",alternative
I03.028,"crucifer cysteine peptidase inhibitor",real
I03.029,"inhibitor AeTI ({Archidendron ellipticum})",real
I03.030,"inhibitor MtTi2 ({Medicago truncatulata})",real
I03.030,"NtKTI1 ({Nicotiana tabacum})",alternative
I03.031,"AtKI1 ({Arabidopsis thaliana})",real
I03.031,"Kunitz inhibitor 1 ({Arabidopsis thaliana})",alternative
I03.032,"factor Xa inhibitor BuXI ({ Bauhinia} sp.)",real
I03.033,"ILTI trypsin inhibitor ({Inga laurina})",real
I03.034,"tamarind Kunitz trypsin inhibitor ({Tamarindus indica})",real
I03.034,"PG50 ({Tamarindus indica})",alternative
I03.UNA,"subfamily I3A unassigned peptidase inhibitor homologues",real
I03.UNA,"antigen Lol p XI ({Lolium perenne})",alternative
I03.UNA,"LeMir protein ({Meloidogyne javanica})",alternative
I03.UNA,miraculin,alternative
I03.UNW,"family I3 unassigned peptidase inhibitor homologues",real
I03.UPA,"subfamily I3A unassigned peptidase inhibitors",real
I03.UPA,"aspen trypsin inhibitor",alternative
I03.UPA,"BjTI protein ({Brassica juncea})",alternative
I03.UPA,"chymotrypsin inhibitor ({Schizolobium parahyba})",alternative
I03.UPA,"CTI-1 ({Copaifera langsdorffii})",alternative
I03.UPA,"CTI-2 ({Copaifera langsdorffii})",alternative
I03.UPA,"MKTI ({Murraya koenigii})",alternative
I03.UPA,"PdKTI3 ({Populus deltoides})",alternative
I03.UPA,"trypsin inhibitor ({Cajanus cajan})",alternative
I03.UPA,"trypsin inhibitor ({Populus tremuloides})",alternative
I03.UPB,"subfamily I3B unassigned peptidase inhibitors",real
I03.UPW,"family I3 unassigned peptidase inhibitors",real
I03.UPW,"AcKI ({Anagasta kuehniella})",alternative
I03.UPW,"AMTIN ({Alocasia macrorrhizos})",alternative
I03.UPW,"ASTI ({Acacia schweinfurthii})",alternative
I03.UPW,"AHLTI ({Artocarpus heterophyllus})",alternative
I03.UPW,"BmPI ({Butea monosperma})",alternative
I03.UPW,"BPLTI trypsin inhibitor ({Bauhinia purpurea})",alternative
I03.UPW,"BrTI trypsin inhibitor ({Bauhinia rufa})",alternative
I03.UPW,"CaTI ({Cassia absus})",alternative
I03.UPW,"CeEI ({Caesalpinia echinata}) elastase inhibitor",alternative
I03.UPW,"CoTI1 ({Cassia obtusifolia})",alternative
I03.UPW,"CgTI ({Cassia grandis})",alternative
I03.UPW,"gBrEI elastase inhibitor ({Bauhinia rufa})",alternative
I03.UPW,"{Calliandra selloi} trypsin inhibitor",alternative
I03.UPW,"CoMir ({Coffea} sp.)",alternative
I03.UPW,"marama bean elastase inhibitor ({Tylosema esculentum})",alternative
I03.UPW,"EATI ({Entada acaciifolia} seed trypsin inhibitor)",alternative
I03.UPW,"NaStEP ({Nicotiana alata})",alternative
I03.UPW,"patatin ({Solanum tuberosum})",alternative
I03.UPW,"PdKI-2 ({Pithecellobium dumosum})",alternative
I03.UPW,"PdKI-4 ({Pithecellobium dumosum})",alternative
I03.UPW,"PDTI {Peltophorum dubium} trypsin inhibitor",alternative
I03.UPW,"PdTI ({Pithecellobium dulce})",alternative
I03.UPW,"PmTKI ({Piptadenia moniliformis})",alternative
I03.UPW,"stigma expressed protein ({Nicotiana alata})",alternative
I03.UPW,"TfgKTI ({Trigonella foenum-graecum})",alternative
I03.UPW,"trypsin/chymotrypsin inhibitor ({Derris trifoliata})",alternative
I03.UPW,"trypsin inhibitor ({Artocarpus heterophyllus})",alternative
I03.UPW,"trypsin inhibitor ({Bauhinia variegata})",alternative
I03.UPW,"trypsin inhibitor ({Sapindus saponaria})",alternative
I03.UPW,"trypsin inhibitor ({Inga edulis})",alternative
I04.001,"alpha-1-peptidase inhibitor",real
I04.001,alpha-1-antiproteinase,alternative
I04.001,alpha-1-antitrypsin,alternative
I04.001,"alpha-1-proteinase inhibitor",alternative
I04.001,"alpha-1-proteinase inhibitor 2 ({Mus musculus})",alternative
I04.001,"alpha-1-proteinase inhibitor Portland variant",alternative
I04.001,"alpha(1)-antitrypsin Portland variant",alternative
I04.001,Aralast,alternative
I04.001,"DOM-7 ({Mus musculus})",alternative
I04.001,Prolastin,alternative
I04.001,Respitin,alternative
I04.001,"serpin A1",alternative
I04.001,"SERPINA1 g.p. ({Homo sapiens})",alternative
I04.001,"SPI1-2 ({Mus musculus})",alternative
I04.002,alpha-1-antichymotrypsin,real
I04.002,"SERPINA3 g.p. ({Homo sapiens})",alternative
I04.002,"serpin 2A ({Mus musculus})",alternative
I04.002,"Spi-2 ({Mus musculus})",alternative
I04.003,kallistatin,real
I04.003,"tissue kallikrein inhibitor",alternative
I04.003,"tissue kallikrein-binding protein",alternative
I04.003,KBP,alternative
I04.003,"SERPINA4 g.p. ({Homo sapiens})",alternative
I04.004,"protein C inhibitor",real
I04.004,PAI-3,alternative
I04.004,"plasma serine proteinase inhibitor",alternative
I04.004,PCI,alternative
I04.004,"plasminogen activator inhibitor-3",alternative
I04.004,"serpin A5",alternative
I04.005,"protein Z-dependent peptidase inhibitor",real
I04.005,"protein Z-dependent protease inhibitor",alternative
I04.005,"SERPINA10 g.p. ({Homo sapiens})",alternative
I04.005,"Z-dependent protease inhibitor",alternative
I04.005,ZPI,alternative
I04.006,"serpin B1",real
I04.006,"monocyte/neutrophil elastase inhibitor",alternative
I04.006,"heat shock protein 47",alternative
I04.006,Gp50,alternative
I04.006,"leukocyte elastase inhibitor",alternative
I04.006,"monocyte-neutrophil-derived elastase inhibitor 1",alternative
I04.006,MNEI,alternative
I04.006,"proteinase inhibitor 2",alternative
I04.006,PI2,alternative
I04.006,"SERPINB1 g.p. ({Homo sapiens})",alternative
I04.006,MNEI,index
I04.007,"plasminogen activator inhibitor 2",real
I04.007,PAI-2,alternative
I04.007,"monocyte arginine-serpin",alternative
I04.007,"SERPINB2 g.p. ({Homo sapiens})",alternative
I04.008,"squamous cell carcinoma antigen 1",real
I04.008,"43k cysteine proteinase inhibitor",alternative
I04.008,"SQN-5 ({Mus musculus})",alternative
I04.008,SCCA1,alternative
I04.008,"SERPINB3 g.p. ({Homo sapiens})",alternative
I04.008,"serpinb3a ({Mus musculus})",alternative
I04.009,"squamous cell carcinoma antigen 2",real
I04.009,SCCA2,alternative
I04.009,"SERPINB4 g.p. ({Homo sapiens})",alternative
I04.011,"serpin B6",real
I04.011,"PI6 ({Homo sapiens})",alternative
I04.011,"placental thrombin inhibitor",alternative
I04.011,"proteinase inhibitor 6 ({Homo sapiens})",alternative
I04.011,PTI,alternative
I04.011,"SERPINB6 g.p. ({Homo sapiens})",alternative
I04.011,"SERPINB6A g.p. ({Mus musculus})",alternative
I04.012,megsin,real
I04.012,"SERPINB7 g.p. ({Homo sapiens})",alternative
I04.013,"serpin B8",real
I04.013,"cytoplasmic antiproteinase 2",alternative
I04.013,CAP2,alternative
I04.013,PI8,alternative
I04.013,"proteinase inhibitor 8",alternative
I04.013,"SERPINB8 g.p. ({Homo sapiens})",alternative
I04.014,"serpin B9",real
I04.014,"cytoplasmic antiproteinase 3",alternative
I04.014,CAP3,alternative
I04.014,"granzyme B inhibitor",alternative
I04.014,"proteinase inhibitor 9",alternative
I04.014,"SERPINB9 g.p. ({Homo sapiens})",alternative
I04.014,"serpin 6",alternative
I04.014,"serine proteinase inhibitor 6 ({Mus musculus})",alternative
I04.014,"SPI-6 ({Mus musculus})",alternative
I04.014,"serine proteinase inhibitor 9 ({Mus musculus})",alternative
I04.014,"SPI-9 ({Mus musculus})",alternative
I04.015,"serpin B10",real
I04.015,bomapin,alternative
I04.015,"proteinase inhibitor 10",alternative
I04.015,"SERPINB10 g.p. ({Homo sapiens})",alternative
I04.016,"serpin B12",real
I04.016,"SERPINB12 g.p. ({Homo sapiens})",alternative
I04.016,yukopin,alternative
I04.017,"serpin B13",real
I04.017,hurpin,alternative
I04.017,"protease inhibitor 13",alternative
I04.017,"HACAT UV-repressible serpin",alternative
I04.017,headpin,alternative
I04.017,"SERPINB13 g.p. ({Homo sapiens})",alternative
I04.018,antithrombin,real
I04.018,"antithrombin III",alternative
I04.018,"heparin cofactor",alternative
I04.018,"SERPINC1 g.p. ({Homo sapiens})",alternative
I04.019,"heparin cofactor II",real
I04.019,"antithrombin BM",alternative
I04.019,"dermatan sulfate cofactor",alternative
I04.019,HCII,alternative
I04.019,"heparin cofactor A",alternative
I04.019,"serpin D1",alternative
I04.019,"leuserpin 2",alternative
I04.019,"SERPIND1 g.p. ({Homo sapiens})",alternative
I04.020,"plasminogen activator inhibitor-1",real
I04.020,nexin,alternative
I04.020,PAI-1,alternative
I04.020,"SERPINE1 g.p. ({Homo sapiens})",alternative
I04.021,"protease nexin-1",real
I04.021,PN1,alternative
I04.021,"protease nexin I",alternative
I04.021,"SERPINE2 g.p. ({Homo sapiens})",alternative
I04.023,"plasmin inhibitor",real
I04.023,alpha-2-antiplasmin,alternative
I04.023,"alpha-2-plasmin inhibitor",alternative
I04.023,antiplasmin,alternative
I04.023,"SERPINF2 g.p. ({Homo sapiens})",alternative
I04.024,"C1 inhibitor",real
I04.024,Berinert,alternative
I04.024,"C1 esterase inhibitor",alternative
I04.024,"C1 inactivator",alternative
I04.024,C1-INH,alternative
I04.024,"SERPING1 g.p. ({Homo sapiens})",alternative
I04.025,neuroserpin,real
I04.025,"proteinase inhibitor 12",alternative
I04.025,PI12,alternative
I04.025,"SERPINI1 g.p. ({Homo sapiens})",alternative
I04.026,"serpin I2",real
I04.026,"myoepithelium-derived serine protease inhibitor",alternative
I04.026,pancpin,alternative
I04.026,"protease inhibitor 14",alternative
I04.026,MEPI,alternative
I04.026,PI14,alternative
I04.026,"SERPINI2 g.p. ({Homo sapiens})",alternative
I04.027,"endopin 1 ({Bos taurus})",real
I04.027,"alpha-1-antichymotrypsin isoform PHHK11 ({Bos taurus})",alternative
I04.027,bovSERPINA3-1,alternative
I04.027,bovSERPINA3-3,alternative
I04.027,"mendopin 1A",alternative
I04.028,"CrmA viral serpin",real
I04.028,"cytokine response modifier A",alternative
I04.028,"serpin B13R (vaccinia virus)",alternative
I04.028,"SPI-2 (vaccinia virus)",alternative
I04.028,Serp2,alternative
I04.028,Serp-2,alternative
I04.029,contrapsin,real
I04.030,"peptidase inhibitor 3 (rodent)",real
I04.030,PI-3,alternative
I04.030,"proteinase inhibitor 3 ({Mus musculus}, {Rattus norvegicus})",alternative
I04.030,"SerpinB9 g.p. ({Mus musculus})",alternative
I04.030,SPI-3,alternative
I04.031,"alaserpin (Lepidoptera)",real
I04.031,"serpin-1 ({Manduca sexta})",alternative
I04.031,"sw-AchyII serpin ({Bombyx mori})",alternative
I04.031,"sw-AT serpin ({Bombyx mori})",alternative
I04.032,"serpin BSZx ({Hordeum vulgare})",real
I04.032,"allergen Tri a 33",alternative
I04.032,"endosperm protein Z4 ({Hordeum vulgare})",alternative
I04.032,"endosperm protein Z7 ({Hordeum vulgare})",alternative
I04.032,"protein Zx ({Hordeum vulgare})",alternative
I04.032,"protein WSZ1 (wheat)",alternative
I04.032,"serpin Z2B",alternative
I04.033,"myeloid and erythroid nuclear termination stage-specific protein ({Gallus gallus})",real
I04.033,"MENT ({Gallus gallus})",alternative
I04.034,"endopin 2 ({Bos taurus})",real
I04.035,"colligin 1",real
I04.035,"collagen-binding protein 1",alternative
I04.035,CBP1,alternative
I04.035,"serpin H1",alternative
I04.035,"SERPINH1 g.p. ({Homo sapiens})",alternative
I04.036,"colligin 2",real
I04.036,"collagen-binding protein 2",alternative
I04.036,CBP2,alternative
I04.036,"heat shock protein 47 ({Rattus norvegicus})",alternative
I04.036,"HSP47 ({Rattus norvegicus})",alternative
I04.036,"rheumatoid arthritis antigen RA-A47",alternative
I04.036,"SERPINH2 g.p. ({Homo sapiens})",alternative
I04.037,"thermopin ({Thermobifida fusca})",real
I04.038,"PAP-regulating serpin (insect)",real
I04.038,"serpin-27A ({Drosophila melanogaster})",alternative
I04.038,"serpin-3 ({Manduca sexta})",alternative
I04.039,"serpin SP6 ({Drosophila melanogaster})",real
I04.040,"serpin Necrotic ({Drosophila melanogaster})",real
I04.040,"serpin Spn43Ac ({Drosophila melanogaster})",alternative
I04.041,"serpin srp-2 ({Caenorhabditis elegans})",real
I04.042,"serpinb3b ({Mus musculus})",real
I04.043,"serpin 4 ({Drosophila melanogaster})",real
I04.043,"Spn4 ({Drosophila melanogaster})",alternative
I04.044,"serpin SPI-C1 ({Mus musculus})",real
I04.045,"serpin SPI2",real
I04.045,"serpin SPI2A ({Mus musculus})",alternative
I04.046,"myxoma virus serpin serp-1",real
I04.046,serp-1,alternative
I04.046,serp1,alternative
I04.046,"serpin SPI-1",alternative
I04.047,"serpin SPI-3 (orthopoxvirus)",real
I04.047,"cowpox virus serpin SPI-3",alternative
I04.047,"K2 protein",alternative
I04.048,"endopin 2C",real
I04.049,"serine protease inhibitor 2.1 ({Rattus norvegicus})",real
I04.050,"serine protease inhibitor 1 (SPI-1) ({Rattus norvegicus})",real
I04.051,"thyroid hormone regulated mRNA protein ({Rattus norvegicus})",real
I04.051,"kallikrein-binding protein (rodent)",alternative
I04.051,"SERPINA3K ({Rattus norvegicus})",alternative
I04.052,"pregnancy protein 60 kda precursor ({Misocricetus auratus})",real
I04.053,"kallikrein-binding protein ({Mus musculus})",real
I04.054,"serine protease inhibitor 2.4 ({Apodemus sylvaticus})",real
I04.055,"similar to serine protease inhibitor 2-2 ({Mus musculus})",real
I04.055,LOC212932,alternative
I04.056,"serpin LOC238395 ({Mus musculus}) and similar",real
I04.057,"Bl-Spn1 ({Branchiostoma lanceolatum})",real
I04.058,"serine protease inhibitor 2.4 ({Rattus norvegicus})",real
I04.062,"intracellular coagulation inhibitor 1 ({Tachypleus})",real
I04.062,LICI-1,alternative
I04.063,"intracellular coagulation inhibitor 2 ({Tachypleus})",real
I04.063,LICI-2,alternative
I04.064,"intracellular coagulation inhibitor 3 ({Tachypleus})",real
I04.064,LICI-3,alternative
I04.065,"serpin BSZ4 ({Hordeum vulgare})",real
I04.066,"serpin-4 ({Manduca sexta})",real
I04.066,"serpin-5 ({Manduca sexta})",alternative
I04.066,"serpin-6 ({Manduca sexta})",alternative
I04.067,"PwSERPIN ({Paragonimus westermani})",real
I04.068,"LbSPNy ({Leptopilina boulardi})",real
I04.069,"serpina3a ({Mus musculus})",real
I04.070,"SRPN2 ({Anopheles gambiae})",real
I04.070,"serpin-2 ({Anopheles gambiae})",alternative
I04.071,"SRPN6 ({Anopheles gambiae})",real
I04.072,"serpin SPN27A ({Drosophila melanogaster})",real
I04.073,"miropin ({Tannerella forsythia})",real
I04.074,"serpin srp-3 ({Caenorhabditis elegans})",real
I04.075,"bacterial serpin ({Bifidobacterium longum})",real
I04.076,"serpin Iris ({Ixodes ricinus})",real
I04.077,"myxoma virus serpin serp2",real
I04.078,"serpina3n ({Mus musculus})",real
I04.078,pb101,alternative
I04.079,aeropin,real
I04.079,"Pnserpin ({Pyrobaculum neutrophilum})",alternative
I04.080,"serpin Emu ({Echinococcus multilocularis})",real
I04.081,"serpin SRP-6 ({Caenorhabditis elegans})",real
I04.082,centerin,real
I04.082,"SERPINA9 g.p. ({Homo sapiens})",alternative
I04.082,GCET1,alternative
I04.083,"serpin-6 ({Manduca sexta})",real
I04.084,"serpin-28D ({Drosophila melanogaster})",real
I04.085,"serpin-5 ({Drosophila melanogaster})",real
I04.085,"Spn5 ({Drosophila melanogaster})",alternative
I04.086,"TmSPN48 ({Tenebrio molitor})",real
I04.087,"AtSerpin1 ({Arabidopsis thaliana})",real
I04.087,"AT1G47710 g.p. ({Arabidopsis thaliana})",alternative
I04.087,"AtSRP1 g.p. ({Arabidopsis thaliana})",alternative
I04.087,"serpin-ZX ({Arabidopsis thaliana})",alternative
I04.088,"serpin IRS-2 ({Ixodes} sp.)",real
I04.088,"serpin-2 ({Ixodes ricinus})",alternative
I04.088,"serpin 19 ({Amblyomma americanum})",alternative
I04.089,"Tk-serpin ({Thermococcus kodakaraensis})",real
I04.090,alboserpin,real
I04.091,serpinA12,real
I04.091,CBP1,alternative
I04.091,"HSP47 ({Rattus norvegicus})",alternative
I04.091,"OL-64 protein ({Homo sapiens})",alternative
I04.091,"visceral adipose tissue-derived serpin",alternative
I04.091,vaspin,alternative
I04.092,"serpin Spn77Ba ({Drosophila} sp.)",real
I04.092,"BmSpn5 ({Bombyx mori})",alternative
I04.952,"serpin A2",real
I04.952,"protease inhibitor 1-like protein",alternative
I04.952,"SERPINA2 g.p. ({Homo sapiens})",alternative
I04.953,angiotensinogen,real
I04.953,"SERPINA8 g.p. ({Homo sapiens})",alternative
I04.954,"corticosteroid-binding globulin",real
I04.954,"SERPINA6 g.p. ({Homo sapiens})",alternative
I04.954,transcortin,alternative
I04.955,"thyroxin-binding globulin",real
I04.955,"SERPINA7 g.p. ({Homo sapiens})",alternative
I04.955,"T4-binding globulin",alternative
I04.956,"serpin B11",real
I04.956,epipin,alternative
